,Gatsibo,Muhanga,Gicumbi,Kicukiro,Rulindo,Nyaruguru,Rwamagana,Kamonyi,Gasabo,Ngororero,Rubavu,Nyamagabe,Burera,Nyabihu,Gakenke,Nyamasheke,Kirehe,Nyagatare,Bugesera,Karongi,Huye,Musanze,Rusizi,Ngoma,Nyarugenge,Gisagara,Kayonza,Ruhango,Nyanza,Rutsiro
2008-01-01 00:00:00+00:00,0.0,0.4,0.2,0.1,0.0,0.1,0.1,0.0,0.0,0.4,1.3000001,0.3,0.2,1.8000002,0.4,0.3,0.0,0.0,0.0,0.3,0.4,0.0,0.1,0.0,0.4,0.0,0.3,0.4,0.4,0.4
2008-01-02 00:00:00+00:00,0.0,0.3,0.1,0.3,0.1,0.90000004,0.3,0.3,0.3,0.5,0.5,0.90000004,0.1,0.8,0.3,0.0,0.0,0.1,0.1,0.90000004,0.4,0.1,0.0,0.2,0.3,0.4,0.2,0.4,0.4,0.5
2008-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,1.6000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2008-01-04 00:00:00+00:00,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0
2008-01-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.70000005,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2008-01-06 00:00:00+00:00,0.0,18.599998,9.2,1.9,22.500002,11.800001,1.9,2.6000001,2.6000001,63.7,0.1,7.6,9.2,25.7,18.599998,2.2999997,1.3000001,0.0,7.8,7.6,3.0000002,22.500002,2.4999998,2.3000002,18.599998,4.799999,0.0,3.0000002,3.0000002,63.7
2008-01-07 00:00:00+00:00,0.0,4.4999995,4.1,0.2,4.9999995,1.1,0.2,0.6,0.6,17.500002,0.0,1.8000001,4.1,19.899998,4.4999995,4.1,0.0,0.1,0.8,1.8000001,0.4,4.9999995,3.8,0.0,4.4999995,0.0,0.0,0.4,0.4,17.500002
2008-01-08 00:00:00+00:00,0.0,4.0999994,3.9999995,1.3000001,4.5,1.8999999,1.3000001,2.3999999,2.3999999,13.799999,0.3,1.5,3.9999995,11.5,4.0999994,1.4000001,4.1,0.0,1.5,1.5,1.0,4.5,0.7,2.1,4.0999994,0.8,0.9,1.0,1.0,13.799999
2008-01-09 00:00:00+00:00,1.0,0.6,9.4,1.4000001,3.8000002,0.3,1.4000001,5.6,5.6,7.0000005,12.2,0.0,9.4,18.499998,0.6,0.90000004,0.0,0.1,0.0,0.0,0.0,3.8000002,0.3,0.0,0.6,0.0,0.0,0.0,0.0,7.0000005
2008-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-11 00:00:00+00:00,0.0,0.1,2.7,0.2,1.1,2.9,0.2,0.8,0.8,4.4999995,11.599999,0.1,2.7,13.0,0.1,1.8000002,0.0,0.0,0.0,0.1,0.0,1.1,1.7,0.0,0.1,0.6,0.5,0.0,0.0,4.4999995
2008-01-12 00:00:00+00:00,2.2,0.0,1.1,2.2,0.0,8.099999,2.2,2.2,2.2,3.2,12.200001,2.8,1.1,6.9999995,0.0,3.8999999,3.3,0.4,2.1,2.8,0.2,0.0,5.4,2.7,0.0,0.3,1.1,0.2,0.2,3.2
2008-01-13 00:00:00+00:00,0.5,0.1,3.9,0.2,0.2,0.70000005,0.2,0.3,0.3,6.5,19.900002,0.1,3.9,18.2,0.1,2.1,0.0,0.2,0.3,0.1,0.0,0.2,2.2,0.0,0.1,0.1,0.0,0.0,0.0,6.5
2008-01-14 00:00:00+00:00,2.9,4.9,12.6,1.8000001,5.9,12.299999,1.8000001,3.6000001,3.6000001,33.300003,28.499998,5.1000004,12.6,75.799995,4.9,1.9000001,4.4999995,4.8999996,3.8,5.1000004,0.70000005,5.9,2.8000002,3.5,4.9,0.3,2.4,0.70000005,0.70000005,33.300003
2008-01-15 00:00:00+00:00,2.0,5.7,7.1,4.1000004,7.3,0.8000001,4.1000004,6.2,6.2,18.5,10.099999,8.599999,7.1,9.1,5.7,5.3,11.099999,3.8000002,5.1,8.599999,5.5,7.3,5.7,7.1,5.7,5.5999994,2.7000003,5.5,5.5,18.5
2008-01-16 00:00:00+00:00,0.0,5.9,12.2,6.7999997,7.7999997,5.4999995,6.7999997,13.4,13.4,23.0,11.1,10.499999,12.2,29.900002,5.9,5.1999993,6.4999995,0.1,3.5,10.499999,4.3,7.7999997,4.5,5.7,5.9,3.6,0.2,4.3,4.3,23.0
2008-01-17 00:00:00+00:00,2.1,2.7000003,4.9,2.8,2.3000002,7.700001,2.8,2.3,2.3,8.7,10.400001,3.6,4.9,14.0,2.7000003,4.6,11.800001,2.3000002,6.7000003,3.6,2.1,2.3000002,4.2,9.0,2.7000003,2.5,2.7999997,2.1,2.1,8.7
2008-01-18 00:00:00+00:00,0.3,0.6,2.4,0.4,2.0,0.70000005,0.4,0.9,0.9,2.5,14.7,0.2,2.4,3.3,0.6,0.3,0.4,1.0,0.4,0.2,0.2,2.0,0.0,0.3,0.6,0.2,0.1,0.2,0.2,2.5
2008-01-19 00:00:00+00:00,0.0,0.3,0.2,0.0,0.2,0.2,0.0,0.1,0.1,0.3,0.7,1.0,0.2,0.8,0.3,0.3,0.0,0.0,0.0,1.0,0.6,0.2,0.3,0.0,0.3,0.4,0.1,0.6,0.6,0.3
2008-01-20 00:00:00+00:00,1.3,1.0,1.4,0.0,1.6000001,3.8000002,0.0,0.3,0.3,2.4,9.8,1.1000001,1.4,2.8,1.0,0.3,0.2,0.4,0.4,1.1000001,0.6,1.6000001,0.5,0.1,1.0,1.0,0.9,0.6,0.6,2.4
2008-01-21 00:00:00+00:00,1.6,4.2,18.2,9.6,7.2000003,16.6,9.6,17.500002,17.500002,21.6,30.699999,9.3,18.2,34.300003,4.2,6.3,12.799999,0.1,10.500001,9.3,2.6000001,7.2000003,7.5000005,11.900001,4.2,4.2,0.4,2.6000001,2.6000001,21.6
2008-01-22 00:00:00+00:00,1.8000001,13.300001,11.3,10.0,14.599999,3.7,10.0,11.700001,11.700001,13.900001,10.8,15.4,11.3,11.6,13.300001,4.7000003,9.900001,1.0,9.300001,15.4,13.7,14.599999,5.7000003,10.5,13.300001,9.8,7.2,13.7,13.7,13.900001
2008-01-23 00:00:00+00:00,0.1,8.7,8.8,0.0,10.5,21.3,0.0,3.2,3.2,17.9,7.2,13.100001,8.8,12.4,8.7,1.9000002,5.4,0.2,0.1,13.100001,5.4,10.5,4.5,3.2,8.7,3.0,0.4,5.4,5.4,17.9
2008-01-24 00:00:00+00:00,0.9000001,10.3,13.0,4.1000004,15.600001,37.699997,4.1000004,8.6,8.6,19.1,4.2,25.199999,13.0,10.5,10.3,1.7000002,2.6999998,0.9,6.3,25.199999,6.2999997,15.600001,4.2999997,3.4000003,10.3,4.2999997,1.1,6.2999997,6.2999997,19.1
2008-01-25 00:00:00+00:00,2.6000001,6.1999993,8.3,4.1,9.1,14.4,4.1,8.6,8.6,18.299997,5.5,10.900001,8.3,9.1,6.1999993,2.9,7.8999996,2.2,2.3,10.900001,3.2,9.1,2.5,5.3999996,6.1999993,2.5,0.90000004,3.2,3.2,18.299997
2008-01-26 00:00:00+00:00,9.099999,14.4000025,23.499998,26.699999,20.6,19.100004,26.699999,33.7,33.7,24.699999,22.0,17.6,23.499998,21.8,14.4000025,6.7999997,20.5,8.799999,16.800001,17.6,9.900002,20.6,6.9999995,22.8,14.4000025,8.7,9.1,9.900002,9.900002,24.699999
2008-01-27 00:00:00+00:00,1.8,5.3,2.5,2.3999999,3.8000002,2.0,2.3999999,2.0,2.0,7.1999993,7.8,3.0,2.5,7.2,5.3,4.3999996,3.5000002,3.3999999,3.4,3.0,4.7000003,3.8000002,1.3000001,3.3,5.3,3.8,3.3,4.7000003,4.7000003,7.1999993
2008-01-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,1.1000001,0.0,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1
2008-01-29 00:00:00+00:00,0.0,0.8000001,1.5000001,0.0,1.1,0.1,0.0,0.0,0.0,5.9999995,0.6,0.6,1.5000001,11.4,0.8000001,1.2,0.0,0.0,0.0,0.6,0.0,1.1,1.2,0.0,0.8000001,0.2,0.0,0.0,0.0,5.9999995
2008-01-30 00:00:00+00:00,0.0,6.3,7.1000004,0.7,7.5999994,6.6,0.7,2.4,2.4,20.9,2.0,6.8,7.1000004,18.7,6.3,5.0,0.5,0.0,2.3999999,6.8,2.6000001,7.5999994,8.0,0.3,6.3,2.6,0.4,2.6000001,2.6000001,20.9
2008-01-31 00:00:00+00:00,0.0,0.0,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.70000005,0.2,1.4000001,0.1,1.4000001,0.0,0.0,0.0,0.0,0.2,1.4000001,0.5,0.1,0.0,0.1,0.0,0.4,0.0,0.5,0.5,0.70000005
2008-02-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-03 00:00:00+00:00,0.0,4.2,1.5,0.0,4.6,2.5,0.0,0.1,0.1,14.6,0.1,3.4,1.5,2.7000003,4.2,3.5000002,0.0,0.0,0.0,3.4,0.2,4.6,6.0000005,0.0,4.2,0.4,0.1,0.2,0.2,14.6
2008-02-04 00:00:00+00:00,0.2,0.3,0.0,0.8,0.2,1.8,0.8,0.3,0.3,1.1,0.0,3.2,0.0,1.7000002,0.3,0.0,0.1,0.2,1.0,3.2,0.8,0.2,0.90000004,0.6,0.3,1.0000001,0.2,0.8,0.8,1.1
2008-02-05 00:00:00+00:00,1.8,6.499999,5.8,10.500001,7.799999,1.7,10.500001,11.9,11.9,20.300003,0.1,3.5,5.8,12.200001,6.499999,0.1,2.4,1.4000001,6.5,3.5,1.7,7.799999,0.4,5.8,6.499999,1.1,0.3,1.7,1.7,20.300003
2008-02-06 00:00:00+00:00,5.3,8.8,9.100001,5.6,8.1,5.7999997,5.6,8.200001,8.200001,12.300002,9.3,9.5,9.100001,7.4,8.8,0.3,13.2,7.2,4.8999996,9.5,8.5,8.1,1.7000002,11.099999,8.8,5.4,10.999999,8.5,8.5,12.300002
2008-02-07 00:00:00+00:00,0.0,3.6,8.8,1.4000001,5.9,5.4,1.4000001,2.8,2.8,16.800001,13.2,2.9999998,8.8,17.199999,3.6,0.0,0.5,0.2,1.3000001,2.9999998,0.5,5.9,0.70000005,1.3000001,3.6,0.8,3.4,0.5,0.5,16.800001
2008-02-08 00:00:00+00:00,10.7,7.1,9.4,4.2999997,8.0,17.9,4.2999997,7.4999995,7.4999995,10.8,7.1,14.900001,9.4,10.500001,7.1,2.8,6.0999994,9.900001,5.2,14.900001,6.8,8.0,3.3999999,5.1000004,7.1,5.9,5.7,6.8,6.8,10.8
2008-02-09 00:00:00+00:00,3.1999998,8.4,13.900001,6.2,12.299999,17.5,6.2,7.7,7.7,24.5,0.0,15.599999,13.900001,12.300001,8.4,1.2,8.099999,4.1,4.4,15.599999,4.4,12.299999,1.8000001,10.099999,8.4,3.6000001,0.6,4.4,4.4,24.5
2008-02-10 00:00:00+00:00,5.4,10.799999,15.700001,8.499999,11.5,12.5,8.499999,11.400001,11.400001,28.699999,11.000001,17.5,15.700001,27.999998,10.799999,3.6,8.900001,4.1,7.9,17.5,8.500001,11.5,3.2,8.8,10.799999,6.2000003,5.4,8.500001,8.500001,28.699999
2008-02-11 00:00:00+00:00,8.2,5.8,15.7,2.3,11.9,11.5,2.3,7.5,7.5,21.299997,11.7,6.7999997,15.7,20.000002,5.8,1.2,6.7,4.2999997,1.8,6.7999997,2.1999998,11.9,3.1000001,4.7999997,5.8,3.0000002,5.3999996,2.1999998,2.1999998,21.299997
2008-02-12 00:00:00+00:00,1.9000001,5.7999997,6.2000003,14.8,7.2999997,12.5,14.8,11.4,11.4,14.599999,0.0,13.599999,6.2000003,1.4000001,5.7999997,3.2999997,14.9,1.7,14.4,13.599999,5.7000003,7.2999997,4.8999996,17.300001,5.7999997,5.5,2.8999999,5.7000003,5.7000003,14.599999
2008-02-13 00:00:00+00:00,1.7,5.2999997,11.3,5.1000004,7.3,7.4,5.1000004,8.1,8.1,17.599998,8.500001,8.200001,11.3,16.9,5.2999997,2.1,2.7,1.8,5.2,8.200001,5.3,7.3,2.6999998,3.8,5.2999997,6.2999997,2.3000002,5.3,5.3,17.599998
2008-02-14 00:00:00+00:00,0.0,0.2,0.0,0.0,0.2,3.0,0.0,0.3,0.3,2.8,7.6999993,0.3,0.0,2.4,0.2,0.1,0.3,0.2,0.0,0.3,0.1,0.2,0.0,0.1,0.2,0.1,0.2,0.1,0.1,2.8
2008-02-15 00:00:00+00:00,6.5,9.1,12.7,4.4,14.199999,21.800001,4.4,7.8,7.8,19.799997,0.70000005,8.1,12.7,7.0999994,9.1,4.5000005,9.0,4.2,5.3,8.1,4.5,14.199999,5.0000005,6.2,9.1,3.5,7.9999995,4.5,4.5,19.799997
2008-02-16 00:00:00+00:00,1.1,8.7,0.3,10.8,2.7999997,16.500002,10.8,13.499999,13.499999,7.4,0.0,16.4,0.3,1.0000001,8.7,1.0,7.1,0.1,7.6,16.4,14.0,2.7999997,3.5000002,6.8999996,8.7,10.7,3.0000002,14.0,14.0,7.4
2008-02-17 00:00:00+00:00,0.4,4.7,5.5000005,3.2,6.0,0.8,3.2,6.5,6.5,14.900001,1.2,0.6,5.5000005,10.799999,4.7,0.2,0.0,0.4,0.2,0.6,0.70000005,6.0,0.6,0.1,4.7,0.1,0.0,0.70000005,0.70000005,14.900001
2008-02-18 00:00:00+00:00,0.1,7.3999996,14.699999,1.3000001,11.9,5.0999994,1.3000001,6.8,6.8,26.699999,1.1,2.9,14.699999,12.8,7.3999996,1.8000001,0.6,0.3,1.0,2.9,0.0,11.9,3.4999998,0.7,7.3999996,0.0,1.1,0.0,0.0,26.699999
2008-02-19 00:00:00+00:00,0.5,15.900001,10.0,1.5,23.3,10.899999,1.5,4.2,4.2,49.100002,0.0,8.5,10.0,16.8,15.900001,0.8000001,0.8,0.5,2.4,8.5,1.8,23.3,1.7000002,1.7,15.900001,1.7,0.3,1.8,1.8,49.100002
2008-02-20 00:00:00+00:00,3.8,6.3,7.5,5.2,8.6,10.799999,5.2,8.0,8.0,6.3,0.3,7.7999997,7.5,1.8000001,6.3,1.3000001,8.8,4.7,6.3,7.7999997,3.8000002,8.6,3.6,9.0,6.3,1.5,5.5999994,3.8000002,3.8000002,6.3
2008-02-21 00:00:00+00:00,0.1,1.8,1.4,2.2,1.2,1.4000001,2.2,1.0,1.0,0.5,0.1,2.2,1.4,1.3000001,1.8,0.8,2.6,0.2,4.8999996,2.2,1.8,1.2,1.8,3.6000001,1.8,0.8,0.2,1.8,1.8,0.5
2008-02-22 00:00:00+00:00,1.0,6.2,3.1000001,0.5,7.3,5.7,0.5,1.2,1.2,20.0,0.6,1.5000001,3.1000001,7.2000003,6.2,1.5,0.3,2.1000001,2.6000001,1.5000001,0.1,7.3,2.1999998,0.8,6.2,0.4,0.0,0.1,0.1,20.0
2008-02-23 00:00:00+00:00,0.2,0.0,0.0,0.1,0.3,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.90000004,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.5
2008-02-24 00:00:00+00:00,0.0,1.1,3.4,0.8,2.1,6.7999997,0.8,2.5,2.5,2.2,13.799999,0.4,3.4,2.5,1.1,0.0,0.0,0.1,0.70000005,0.4,0.8,2.1,0.0,0.0,1.1,0.3,0.1,0.8,0.8,2.2
2008-02-25 00:00:00+00:00,0.0,5.3999996,3.5,2.6,5.4,9.099999,2.6,5.3,5.3,12.700001,17.900002,5.7999997,3.5,9.5,5.3999996,7.6,0.0,0.0,0.1,5.7999997,3.1000001,5.4,3.2,0.0,5.3999996,3.2,0.0,3.1000001,3.1000001,12.700001
2008-02-26 00:00:00+00:00,3.5,6.2000003,13.500001,5.9,9.7,7.1999993,5.9,7.3,7.3,18.000002,18.6,4.0,13.500001,18.400003,6.2000003,4.8,6.4,3.4,7.4,4.0,3.4,9.7,6.0,7.7,6.2000003,3.6,6.6000004,3.4,3.4,18.000002
2008-02-27 00:00:00+00:00,4.4,4.1000004,7.0,5.0,4.7999997,4.5,5.0,3.7,3.7,14.400001,17.6,0.1,7.0,16.5,4.1000004,2.0,6.5,1.4000001,7.2,0.1,0.8,4.7999997,1.3,8.2,4.1000004,0.90000004,3.3000002,0.8,0.8,14.400001
2008-02-28 00:00:00+00:00,4.7,1.0,7.4,3.9,2.0,11.9,3.9,5.2,5.2,3.6999998,16.3,4.0,7.4,9.599999,1.0,0.0,5.3,2.7999997,4.1,4.0,1.7,2.0,1.0,5.3,1.0,3.7999997,3.3000002,1.7,1.7,3.6999998
2008-02-29 00:00:00+00:00,0.6,1.8000001,6.9,3.5,4.0,5.8999996,3.5,4.2000003,4.2000003,4.1000004,12.799999,3.7,6.9,11.3,1.8000001,0.6,2.5,0.9,3.1,3.7,2.7,4.0,1.3000001,3.2,1.8000001,2.7,0.6,2.7,2.7,4.1000004
2008-03-01 00:00:00+00:00,4.4,5.2,7.6,3.3000002,5.0,3.1,3.3000002,4.0,4.0,20.4,26.800001,1.2,7.6,26.4,5.2,0.90000004,5.2,4.4,4.3999996,1.2,2.1,5.0,1.0,3.5000002,5.2,2.8999999,5.7,2.1,2.1,20.4
2008-03-02 00:00:00+00:00,1.7,0.2,1.1,0.8,0.70000005,5.2,0.8,2.0,2.0,4.8,31.7,0.70000005,1.1,5.0000005,0.2,0.2,1.3,3.2,0.5,0.70000005,0.0,0.70000005,0.4,0.7,0.2,0.1,0.8,0.0,0.0,4.8
2008-03-03 00:00:00+00:00,0.3,0.8000001,2.7000003,1.5,1.7,4.7000003,1.5,2.4,2.4,2.5,11.4,1.8,2.7000003,2.4,0.8000001,3.6999998,0.3,0.0,2.7,1.8,0.70000005,1.7,5.1,0.6,0.8000001,0.8000001,1.1,0.70000005,0.70000005,2.5
2008-03-04 00:00:00+00:00,2.6,3.0,5.1,1.9000001,2.8,7.5,1.9000001,2.2,2.2,15.999998,34.8,6.0,5.1,25.999996,3.0,5.4999995,5.3,3.6000001,3.6,6.0,2.1000001,2.8,6.9999995,4.3,3.0,1.5,1.4000001,2.1000001,2.1000001,15.999998
2008-03-05 00:00:00+00:00,5.0,0.2,4.8,0.8,1.2,5.2000003,0.8,1.0,1.0,5.1,14.2,1.2,4.8,12.2,0.2,0.7,10.299999,4.1000004,3.5,1.2,0.4,1.2,1.4,7.1000004,0.2,1.4000001,2.9,0.4,0.4,5.1
2008-03-06 00:00:00+00:00,1.1,4.0,3.7,1.2,4.5,5.2000003,1.2,1.7,1.7,11.4,11.099999,2.0000002,3.7,5.4,4.0,0.8000001,4.7999997,2.1999998,1.9000001,2.0000002,1.4000001,4.5,1.4,3.9,4.0,1.0,1.8,1.4000001,1.4000001,11.4
2008-03-07 00:00:00+00:00,2.6999998,3.5,2.8999999,5.5,3.7,6.3999996,5.5,5.0,5.0,6.5,4.5000005,4.1,2.8999999,5.2000003,3.5,2.9,15.099997,4.7999997,6.3999996,4.1,3.6000001,3.7,2.9,11.999999,3.5,3.1999998,8.200001,3.6000001,3.6000001,6.5
2008-03-08 00:00:00+00:00,5.6000004,3.8999999,8.0,4.8,6.9000006,10.799999,4.8,8.6,8.6,8.8,19.3,10.5,8.0,9.8,3.8999999,4.9,10.300002,6.5,3.6000001,10.5,4.3,6.9000006,6.2,7.7,3.8999999,3.9,7.5,4.3,4.3,8.8
2008-03-09 00:00:00+00:00,6.8,3.5,10.8,7.5,5.8,4.8,7.5,8.599999,8.599999,16.399998,14.5,0.6,10.8,19.9,3.5,1.1,9.3,5.2,5.2,0.6,0.0,5.8,0.2,8.9,3.5,0.2,7.2999997,0.0,0.0,16.399998
2008-03-10 00:00:00+00:00,3.1,7.1,5.1,7.7000003,4.4,9.5,7.7000003,8.599999,8.599999,9.1,37.8,1.8000001,5.1,6.7,7.1,3.3,8.9,3.4999998,7.9999995,1.8000001,6.5999994,4.4,3.5000002,9.6,7.1,3.0,8.6,6.5999994,6.5999994,9.1
2008-03-11 00:00:00+00:00,0.4,1.3000001,3.6000001,1.2,3.0,6.3000007,1.2,1.8000001,1.8000001,7.2000003,22.2,2.0,3.6000001,4.6999993,1.3000001,0.90000004,4.6000004,1.4000001,1.7,2.0,0.8,3.0,1.0,4.1,1.3000001,2.6999998,1.4000001,0.8,0.8,7.2000003
2008-03-12 00:00:00+00:00,2.1,7.0,21.3,1.3000001,12.400001,0.7,1.3000001,7.700001,7.700001,30.3,17.0,1.2,21.3,31.8,7.0,1.8000001,1.0,6.1000004,0.0,1.2,0.0,12.400001,2.8999999,0.6,7.0,0.1,0.1,0.0,0.0,30.3
2008-03-13 00:00:00+00:00,5.9,7.6,13.6,4.2,11.0,1.2,4.2,7.6,7.6,20.9,11.4,8.699999,13.6,27.4,7.6,2.3000002,10.0,2.8,2.2,8.699999,7.0,11.0,2.6,6.5,7.6,5.7,8.1,7.0,7.0,20.9
2008-03-14 00:00:00+00:00,2.7,3.0,4.8999996,2.2,4.5,5.5,2.2,4.9,4.9,13.599999,9.8,2.3,4.8999996,11.3,3.0,2.0,8.5,4.2999997,0.6,2.3,0.1,4.5,3.9,6.8999996,3.0,0.1,2.9,0.1,0.1,13.599999
2008-03-15 00:00:00+00:00,0.9,0.0,0.9,0.7,0.70000005,10.1,0.7,1.1,1.1,5.2,35.6,1.5000001,0.9,5.6,0.0,0.1,0.5,1.1,0.7,1.5000001,0.4,0.70000005,1.5000001,0.7,0.0,0.7,0.8,0.4,0.4,5.2
2008-03-16 00:00:00+00:00,3.3000002,0.90000004,13.6,3.9,3.6000004,2.7,3.9,8.200001,8.200001,6.3999996,17.300001,0.8,13.6,17.400002,0.90000004,2.8,8.0,4.3999996,2.5,0.8,0.8,3.6000004,3.3999999,5.8999996,0.90000004,0.8,5.4,0.8,0.8,6.3999996
2008-03-17 00:00:00+00:00,1.7,10.6,16.300001,4.6,9.2,13.999999,4.6,5.6,5.6,40.1,30.2,14.4,16.300001,71.0,10.6,18.9,7.5999994,3.0,6.7,14.4,7.9,9.2,22.5,6.8,10.6,5.5,2.5,7.9,7.9,40.1
2008-03-18 00:00:00+00:00,0.2,0.0,1.9000001,0.3,0.1,0.70000005,0.3,0.8,0.8,3.4,4.2000003,0.5,1.9000001,11.6,0.0,0.4,2.6000001,0.4,0.0,0.5,0.0,0.1,0.8,2.1000001,0.0,0.0,0.70000005,0.0,0.0,3.4
2008-03-19 00:00:00+00:00,3.6000001,9.599999,26.5,1.0,14.2,3.2999997,1.0,6.9000006,6.9000006,50.5,32.399998,1.3000001,26.5,95.5,9.599999,1.3000001,7.2999997,4.9,0.8000001,1.3000001,3.6000001,14.2,1.2,4.6,9.599999,3.5,2.1000001,3.6000001,3.6000001,50.5
2008-03-20 00:00:00+00:00,1.6,2.6000004,10.8,6.1,5.2,2.2,6.1,9.900001,9.900001,14.4,16.6,1.0,10.8,19.600002,2.6000004,0.90000004,1.9000001,2.8,2.0,1.0,0.1,5.2,1.9000001,2.5,2.6000004,0.2,0.3,0.1,0.1,14.4
2008-03-21 00:00:00+00:00,10.199999,17.6,49.800003,18.400002,24.099998,19.1,18.400002,27.6,27.6,77.9,33.1,25.6,49.800003,194.29997,17.6,8.5,9.8,5.9,9.7,25.6,14.0,24.099998,6.6,14.099999,17.6,10.599999,1.6000001,14.0,14.0,77.9
2008-03-22 00:00:00+00:00,12.5,10.8,17.4,2.8999999,12.8,6.7999997,2.8999999,8.0,8.0,31.0,16.800001,11.599999,17.4,29.0,10.8,4.799999,4.2999997,8.1,3.7999997,11.599999,7.6000004,12.8,5.7999997,3.6,10.8,6.1000004,4.4,7.6000004,7.6000004,31.0
2008-03-23 00:00:00+00:00,4.7000003,3.5999997,5.5,4.8,4.9999995,6.8999996,4.8,4.9999995,4.9999995,7.6999993,7.8,6.2,5.5,8.3,3.5999997,3.8999999,5.1,4.3999996,4.2999997,6.2,3.0,4.9999995,6.3999996,5.1,3.5999997,2.6999998,5.7999997,3.0,3.0,7.6999993
2008-03-24 00:00:00+00:00,0.0,2.2,4.7,0.7,2.9,0.0,0.7,1.8000001,1.8000001,13.0,19.5,0.0,4.7,17.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,2.2,0.0,0.0,0.0,0.0,13.0
2008-03-25 00:00:00+00:00,0.8,5.9,1.1,4.4,3.9,11.1,4.4,2.0,2.0,14.400001,5.5,5.6000004,1.1,11.299999,5.9,0.5,3.5,0.0,7.5,5.6000004,4.0,3.9,3.8,5.8999996,5.9,3.3,0.0,4.0,4.0,14.400001
2008-03-26 00:00:00+00:00,11.1,8.500001,32.5,3.9,15.499999,15.299998,3.9,9.6,9.6,50.099995,28.800001,6.4,32.5,99.399994,8.500001,5.3999996,14.200002,12.099999,7.5,6.4,1.0,15.499999,4.7999997,12.3,8.500001,0.5,4.3,1.0,1.0,50.099995
2008-03-27 00:00:00+00:00,11.5,15.0,25.9,5.7000003,14.3,1.9,5.7000003,13.700001,13.700001,17.9,17.699999,23.7,25.9,23.199997,15.0,8.799999,14.4,11.299999,7.5999994,23.7,23.900002,14.3,1.6000001,9.1,15.0,27.1,12.300002,23.900002,23.900002,17.9
2008-03-28 00:00:00+00:00,0.2,3.8000002,2.1000001,1.9000001,3.8000002,0.5,1.9000001,2.0,2.0,6.8,4.2000003,6.6,2.1000001,5.0,3.8000002,7.5999994,2.8,0.0,1.0,6.6,3.8,3.8000002,5.4,2.3999999,3.8000002,3.7,0.90000004,3.8,3.8,6.8
2008-03-29 00:00:00+00:00,5.7000003,1.2,19.8,2.3,7.9999995,13.800001,2.3,8.3,8.3,10.2,10.400001,13.1,19.8,42.2,1.2,0.90000004,8.8,3.6,0.8,13.1,3.1999998,7.9999995,0.2,5.2999997,1.2,3.3,13.500001,3.1999998,3.1999998,10.2
2008-03-30 00:00:00+00:00,1.8000001,5.6,28.099998,7.6,17.899998,13.399999,7.6,15.4,15.4,23.5,18.6,21.6,28.099998,36.400005,5.6,1.5,3.0,1.0,4.8,21.6,7.5000005,17.899998,2.3,5.4000006,5.6,8.400001,2.0,7.5000005,7.5000005,23.5
2008-03-31 00:00:00+00:00,1.9000001,1.0,6.8,7.0999994,4.0,7.7,7.0999994,8.0,8.0,5.2,5.5,1.4000001,6.8,12.199999,1.0,0.8,9.599999,1.9000001,5.3999996,1.4000001,0.0,4.0,2.5,9.9,1.0,1.2,3.3,0.0,0.0,5.2
